product_name,categories_en,categories_tags,proteins_100g,sugars_100g,fat_100g,fiber_100g,energy_100g,ingredients_text,Primary_Category
Isabar,"Snacks,Sweet snacks,Bars,Cereal bars","en:snacks,en:sweet-snacks,en:bars,en:cereal-bars",28.0,25.0,9.0,5.0,1590.0,"Mezcla de proteÃ­na (proteÃ­na de suero aislada, concentrado de proteÃ­na de suero de leche, caseÃ­nato de calcio, caseÃ­na, suero), azÃºcar, jarabe de arroz, fructosa, cacao (procesado con Ã¡cali), aceite de girasol de altamente oleico, harina de arroz. aceite de semilla de palma fraccionado,5 jarabe de maltitol. ao, almidÃ³n de tapioca, fibra de raÃ­z de achicoria, sabores mÂ» (chocolate, vainilla y extracto de vainilla), maltodextrina, cacao sr1â€” azÃºcar, cacao, lecitina de soya, glicerina, leche sin grasa, mezcla exclusiva (polvo de raÃ­z de astrÃ¡galo, extracto de fruto de acai.  y extracto de bayas de goji), carbonato de calcio, sal, grasa de mantequilla, carragenano, tocoferoles (para proteger el sabor)  Contiene arroz, leche y soya, si es alÃ©rgico no consumir. Producido en equipo que tambiÃ©n procesa cacahuates, nueces, huevos, trigo,  avena, cebada y sÃ©samo.",Bars
4 beignets Ã  la pomme,"Snacks,Sweet snacks,Sweet Fritters","en:snacks,en:sweet-snacks,en:sweet-fritters",6.6,20.0,9.6,,1297.0,,Chocolate & Candy
"Pain perdu, compotÃ©e de rhubarbe et framboise","Snacks,Desserts,Sweet snacks,Biscuits and cakes,Pastries,French toast","en:snacks,en:desserts,en:sweet-snacks,en:biscuits-and-cakes,en:pastries,en:french-toast",2.95,14.76,4.59,1.94,619.2,,Bars
Beignets chocolats noisettes decongelÃ©,"Snacks,Sweet snacks,Sweet Fritters","en:snacks,en:sweet-snacks,en:sweet-fritters",6.7,19.0,19.0,,1648.0,,Chocolate & Candy
Beignets Ã  la pomme,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Doughnuts,Jam doughnuts,Sweet Fritters","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:doughnuts,en:jam-doughnuts,en:sweet-fritters",6.2,16.0,10.0,,1259.0,,Nuts & Seeds
walkers,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps,Salt and vinegar crisps","en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:salt-and-vinegar-crisps",6.3,1.0,30.0,6.2,2142.0,"Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Salt & Vinegar Seasoning [Flavourings, Acids (Citric Acid, Malic Acid), Potassium Chloride, Salt, Dextrose, Sugar, Yeast Extract], Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid). Allergy Advice May Contain: Milk, Wheat, Gluten, Barley, Soya, Celery, Mustard SUITABLE FOR VEGETARIANS Packaged in a Protective Atmosphere WALKERS ered",Chips & Salty Snacks
Cheese and onion,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps,Flavoured potato crisps,Cheese and onion crisps","en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps,en:cheese-and-onion-crisps",6.6,2.6,29.0,6.4,2145.0,"Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Cheese & Onion Seasoning [Onion Powder, Whey Powder (from Milk), Flavouring (contains Milk), Lactose (from Milk), Sugar, Salt, Potassium Chloride, Whey Protein (from Milk), Cheese Powder (from Milk), Acidity Regulators (Citric acid, Malic acid), Garlic Powder, Colours (Annatto Bixin, Paprika Extract)].",Chips & Salty Snacks
Vegan Grilled Cheese Toastie Crisps,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps","en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps",7.08,2.92,20.8,4.17,1970.0,"Potatoes, Sunflower Oil, Grilled Cheese Toastie Flavour [Glucose Syrup, Salt, Flavourings, Sugar, Onion Powder, Potassium Chloride, Spices, Acid (Citric Acid), colour (Paprika Extract)]",Chips & Salty Snacks
Wotsits Walkers,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps","en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps",7.1,2.1,21.0,4.4,1966.0,,Chips & Salty Snacks
Cheese Toastie with Heinz Beanz Flavour Potato Crisps,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps","en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps",6.4,3.9,29.0,6.3,2140.0,"Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Cheese Toastie & Heinz Beanz Flavour [Whey Powder (from Milk), Sugar, Flavourings (contain Milk, Dried Tomato, Dried Onion), Salt, Potassium Chloride, Acidity Regulator (Citric Acid), Colour (Paprika Extract)], Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid).",Chips & Salty Snacks
Thai sweet chilli sensations,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps","en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps",6.8,3.6,26.0,6.0,2040.0,"Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Thai Sweet Chilli Seasoning [Sugar, Soya Sauce Powder (contains Wheat), Fructose, Flavouring, Hydrolysed Vegetable Protein (contains Soya) Potassium Chloride, Salt, Dried Onion, Dried Red Chilli Flakes, Dried Garlic, Dried Parsley, Dried Tomato, Paprika Powder, Red Bell Pepper Powder Acidity Regulator (Citric Acid), Colour (Paprika Extract)], Firming Agent (Calcium Lactate Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid). Allergy Advice Contains: See highlighted ingredients May Contain: Milk, Gluten, Barley, Celery, Mustard Suitable for Vegetarians",Chips & Salty Snacks
Supreme Prawn Cocktail,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potatoes and their products,Potato crisps,Flavoured potato crisps","en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potatoes-and-their-products,en:potato-crisps,en:flavoured-potato-crisps",6.0,2.4,28.8,4.4,2120.0,"Potatoes, Vegetable Oils (Sunflower, Rapeseed), Prawn Cocktail Seasoning (Acids (Sodium Acetates, Potassium Acetate, Citric Acid), Sugar, Flavourings Dextrose, Potassium Chloride, Salt, Yeast Powder, Onion Powder, Tomato Powder, Spice Extract, Colour (Paprika Extract), Sweetener (Sucralose, Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid)",Chips & Salty Snacks
JAPAN WALKERS STICKY TERIYAKI FLAVOUR POTATO CRISP,"Snacks,Salty snacks,Appetizers,Chips and fries,Crisps","en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps",6.0,4.4,28.8,4.4,2120.0,"Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Teriyaki Sauce Flavour [Sucrose, Flavourings, Fructose, Potassium Chloride, Salt, Mixed Spices (Ginger Powder, Cayenne Chilli Powder, Anise Powder, Clove Powder, Allspice), Smoked Salt, Acid (Citric Acid), Colour (Paprika Extract), Smoked Maltodextrin], Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid). Allergy Advice May Contain: Milk, Soya, Mustard, Wheat and other cereals containing gluten. Suitable for Vegetarians Packaged in a Protective Atmosphere. WALKERS, and the WALKERS logo are registered Trademarks 2025",Chips & Salty Snacks
Masala Chicken,"Snacks,Salty snacks,Appetizers,Chips and fries,Crisps","en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps",6.1,2.6,29.0,4.6,2130.0,Fresh Taste Guaranteed No Added MSG or Artificial Colours This pack contains 1 serving * Reference intake of an average adult (8400 kJ/,Chips & Salty Snacks
PÃ¨re NoÃ«l Lait,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Chocolate molds,Milk chocolates,Chocolate Sculptures,Chocolate Santa Clauses","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:chocolate-molds,en:milk-chocolates,en:chocolate-sculptures,en:chocolate-santa-clauses",7.42,45.24,36.65,3.45,2364.0,,Chocolate & Candy
Salted Shark,"Seafood,Fishes and their products,Snacks,Fishes,Salty snacks,Shark","en:seafood,en:fishes-and-their-products,en:snacks,en:fishes,en:salty-snacks,en:shark",7.56,42.05,38.71,3.1,2356.0,"Shark, sea salt",Chips & Salty Snacks
The simpsons donuts,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Doughnuts","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:doughnuts",5.0,18.2,28.9,,1966.0,,Nuts & Seeds
Bijou tradition pÃ¢tissiere,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Pastries,Madeleines","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:pastries,en:madeleines",9.1,31.0,34.0,2.5,2130.0,"Oeufs frais, sucre, chocolat au lait  14% (sucre, beurre de cacao, poudre de lait entier, pÃ¢te de cacao, Ã©mulsifiant : lÃ©cithines (soja), arÃ´me), poudre d'amande, farine de blÃ©, beurre patissier, huile de colza, sirop de glucose + fructose, stabilisant : glycÃ©rol, sel, arÃ´me.",Cookies & Biscuits
Madeleines Bijou,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Chocolate cakes,Madeleines,Chocolate madeleines,fr:madeleines-chocolat-noisette","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:chocolate-cakes,en:madeleines,en:chocolate-madeleines,fr:madeleines-chocolat-noisette",6.6,28.0,29.0,1.8,2067.0,"Farine de_blÃ©_, chocolat au_lait_18% (sucre, beurre de cacao, poudre de_lait_entier, pÃ¢te de cacao, Ã©mulsifiant : lÃ©cithines (_soja_), arÃ´mes), huile de colza, _Å“ufs_ frais 14%, sucre, poudre de _noisette_6%, sirop de glucose-fructose, stabilisant : glycÃ©rol, poudres Ã  lever : carbonates d'ammonium - carbonates de sodium - diphosphates (_blÃ©_), arÃ´me, Ã©mulsifiants : mono et diglycÃ©rides d'acides gras, sel,_lait_Ã©crÃ©mÃ© en poudre.",Cookies & Biscuits
Madeleines citron,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Madeleines,fr:madeleines-au-citron","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:madeleines,fr:madeleines-au-citron",1.10000002384186,5.40000009536743,3.59999990463257,0.5,322.0,,Cookies & Biscuits
Salade de macedoine de lÃ©gumes,"Plant-based foods and beverages,Plant-based foods,Snacks,Salty snacks,Appetizers,Meals,Prepared vegetables,Cold starters,Vegetables macedoines","en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:salty-snacks,en:appetizers,en:meals,en:prepared-vegetables,en:cold-starters,en:vegetables-macedoines",1.9,1.0,12.7,,598.0,,Chips & Salty Snacks
Croissants pur beurre,"Snacks,Sweet snacks,Sweet pastries and pies,Viennoiseries,Croissants,Butter croissants","en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:butter-croissants",8.6,7.4,22.2,,1732.0,,Chocolate & Candy
baked crisps,"Snacks,Salty snacks,Appetizers,Chips and fries,Crisps","en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps",5.9,5.4,13.0,6.3,1841.0,"Potato Flakes, Starch, Rapeseed Oil, Sugar, Emulsifier (Lecithins), Sea Salt Seasoning [Sea Salt, Salt, Flavourings], Sunflower Oil, Colour (Annatto Norbixin).",Chips & Salty Snacks
Eclairs,"Snacks,Sweet snacks,Biscuits and cakes,Pastries,Eclairs,Chocolate eclairs","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries,en:eclairs,en:chocolate-eclairs",4.6,21.7,9.5,,992.0,,Cookies & Biscuits
Croissant Proteico al cioccolato,"Snacks,Sweet snacks,Sweet pastries and pies,Viennoiseries,Croissants","en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants",25.0,1.0,20.0,14.0,1402.0,,Chocolate & Candy
Plumcake proteico,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Plum cakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:plum-cakes",28.0,1.0,24.0,15.0,1724.0,,Cookies & Biscuits
Beignets gourmands parfum choco-noisettes,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Doughnuts,Doughnuts filled with chocolate","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:doughnuts,en:doughnuts-filled-with-chocolate",0.0,5.4,20.0,,1699.0,,Nuts & Seeds
Proteinbar with lemon flavour,"Snacks,Canned foods,Sweet snacks,Bars,Dietary supplements,Bodybuilding supplements,Protein bars","en:snacks,en:canned-foods,en:sweet-snacks,en:bars,en:dietary-supplements,en:bodybuilding-supplements,en:protein-bars",28.0,30.0,12.0,0.0,1665.0,"concentrÃ© de protÃ©ines de lait (casÃ©ine de calcium (contient du lait), protÃ©ines de lactosÃ©rum, casÃ©ine de sodium (contient du lait), protÃ©ines de lait), sirop de glucose, enrobage au chocolat au lait (17%) (sucre, poudre de lait, beurre de cacao, pÃ¢te de cacao, Ã©mulsifiant (lÃ©cithine de soja), arÃ´me), sirop de fructose, huile de palme, gÃ©latine, dextrose, arÃ´mes, correcteur d'aciditÃ© (acide citrique), blanc d'oeuf dÃ©shydratÃ©, DL-alpha-tocophÃ©rol, nicotinamide, D-pantothÃ©nate de calcium, chlorhydrate de thiamine, chlorhydrate de pyridoxine, riboflavine, cyanocobalamine.",Bars
Peanut butter nut bar,"Snacks,Sweet snacks,Bars","en:snacks,en:sweet-snacks,en:bars",7.0,10.0,11.0,3.0,962.0,,Bars
Tiramisu cappuccino,"Dairies,Snacks,Desserts,Sweet snacks,Dairy desserts,Biscuits and cakes,Pastries,Tiramisu,Coffee tiramisu","en:dairies,en:snacks,en:desserts,en:sweet-snacks,en:dairy-desserts,en:biscuits-and-cakes,en:pastries,en:tiramisu,en:coffee-tiramisu",3.9,21.0,14.0,,1213.0,"Lait Ã©crÃ©mÃ© reconstituÃ©, sirop de glucose, huile de coco, sucre, protÃ©ines de lait, farine de blÃ©, Å“ufs, mascarpone 2,2% (crÃ¨me, correcteur d'aciditÃ© : acide lactique), alcool, jaune d'Å“ufs, Ã©paississants: carraghÃ©nanes (extrait d'algues) - farine de graines de caroube - alginate de sodium - gomme xanthane, cafÃ© soluble 0,8%, amidon (tapioca et blÃ©), vin Marsala 0,6%, cacao en poudre 0,5%, dextrose, Ã©mulsifiant : E472b, cacao maigre en poudre, arÃ´mes, beurre de cacao, extrait de cafÃ©, poudre Ã  lever (E450, E500, farine de blÃ©). Peut contenir des traces de soja de fruits Ã  coque. Teneur en alcool : 1,5%. Å“ufs de poules Ã©levÃ©es au sol.",Cookies & Biscuits
"Piasten, Chocolate Assortment","Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies",8.75,6.5,26.25,4.2,2029.0,"Sugar, wheat starch, glucose syrup, whole soya flour, milk sugar, vegetable fat, cocoa butter, cocoa mass, whole milk powder, caramel sugar syrup, dextrose, peanuts, hazelnuts, glucose fructose syrup, vegetable oil, emulsifier: lecithins, humectant: invertase, rice flour, flavouring, orange peel, acidity regulator: citric acid, egg powder, cocoa solids: milk chocolate: cocoa solids 25% min., milk solids 14% min.; chocolate: cocoa solids 35% min.",Chocolate & Candy
Chocolat noir sÃ©same complet,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Dark chocolate bar","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates,en:dark-chocolate-bar",10.0,26.0,45.0,11.0,2450.0,"PÃ¢te de cacao Ã‰quateur*, sucre de canne blond*, beurre de cacao*, sÃ©same* 10%. *IngrÃ©dients agricoles issus de l'agriculture biologique. Cacao, sucre, Commerce Equitable contrÃ´lÃ© selon le rÃ©fÃ©rentiel Fair for Life: 90% du total des ingrÃ©dients d'origine agricole sont issus de filiÃ¨res BIOPARTENAIRE (Â¹) Plus d'informations sur www.BIOPARTENAIRE.com. Peut contenir des traces de fruits Ã  coques, de gluten, d'oeuf, de soja et de lait.",Bars
"Nestle, dark truffles grand chocolate","Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies",5.0,35.0,35.0,5.0,1987.0,"Chocolate, sugar, sweetened condensed milk (milk, sugar), sorbitol, cocoa butter, glucose syrup, milkfat, milk, cocoa processed with alkali, lactose, less than 0.5% of sunflower lecithin, reduced minerals whey, invertase, artificial flavor.",Chocolate & Candy
"Mt. olive, sweet 'n' hot salad peppers",Salted-snacks,en:salted-snacks,0.0,25.0,0.0,,598.0,"Banana peppers, onions, high fructose corn syrup, water, vinegar, salt, mustard seeds, calcium chloride, 0.1% sodium benzoate (preservative), celery seeds, natural flavors, polysorbate 80, sodium bisulfite (preservative), and yellow 5.",Chocolate & Candy
Bonbons de chocolat assortis,"Snacks,Sweet snacks,Confectioneries","en:snacks,en:sweet-snacks,en:confectioneries",6.23,30.11,33.74,3.99,2054.0,"150 gr SURINAAMS PRODUKT 7063 Geproduceerd door: Ginie's Cookies! most delicious ones Maizena Koek Ingr.: boter, suiker, eieren, essence, maizena en suikermuisjes. Tel.: 8517735. Javaweg 265, Suriname | SSB 14D322 Prod. datum: 21 OCT 2025 Verv. datum: 10 0 0 0 0 0 0 3 1 7 21 JAN 2026",Chocolate & Candy
Galette des rois Frangipane,"Snacks,Sweet snacks,Biscuits and cakes,Pastries,King-cakes,Twelfth-night-cake-with-almond-paste","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries,en:king-cakes,en:twelfth-night-cake-with-almond-paste",6.7,16.0,29.0,2.0,1958.0,,Nuts & Seeds
Dental gum,"Snacks,Sweet snacks,Confectioneries,Chewing gum,Sugar-free chewing gum","en:snacks,en:sweet-snacks,en:confectioneries,en:chewing-gum,en:sugar-free-chewing-gum",0.0,0.0,0.0,,837.0,"Sorbitol, gum base, maltitol syrup, xylitol, natural cinnamon flavor, dicalcium phosphate, glycerine, sodium bicarbonate, vitamin c (as calcium ascorbate), vitamin e (as d-alpha-tocopheryl acetate), maltodextrin, vitamin a (as palmitate), carnauba wax, soy lecithin, citrus extract.",Chocolate & Candy
Chocolate Indulgence IsaLean Whole Blend Whey-Based Bar,Snacks,en:snacks,32.8,4.92,14.8,23.0,1580.0,"Milk protein isolate, Whey protein cocoa crisps (whey protein isolate, whey protein concentrate, tapioca starch, Dutch cocoa powder, calcium carbonate, sunflower lecithin), Fructooligosaccharides, Glycerin, Polydextrose (3.5 g per serving of 61 g), Sugars (tapioca syrup, sugar), Maltodextrin (tapioca fibre), Modified palm kernel oil, Natural flavours, Almond butter, Whey protein isolate, Water, Sunflower oil, Chocolate liquor, Cocoa butter, Cocoa powder, Sunflower lecithin, Vegetable extract blend (broccoli, spinach, kale, squash, sweet potato, sunflower seed, cranberry, chlorella, maitake mushroom), Salt, Cream, Acacia gum, Carrageenan, Stevia leaf extract, Tocopherols, Peanuts",Bars
Chocolate Walnut Bliss Snack Bites,"Snacks,Sweet snacks","en:snacks,en:sweet-snacks",17.9,7.14,21.4,14.3,1640.0,,Nuts & Seeds
Turron de trufa,"Snacks,Sweet snacks,Confectioneries,Festive foods,Christmas foods and drinks,Christmas sweets,TurrÃ³n","en:snacks,en:sweet-snacks,en:confectioneries,en:festive-foods,en:christmas-foods-and-drinks,en:christmas-sweets,en:turron",6.62,31.86,36.93,,1996.0,,Chocolate & Candy
"Funsch, High Quality Marzipan","Snacks,Sweet snacks,Confectioneries","en:snacks,en:sweet-snacks,en:confectioneries",9.6,51.6,21.4,4.2,1929.0,"Sugar, almonds, water, sorbitol, invert sugar, food coloring, turmeric, carmine, fd&c blue @1: egg white",Chocolate & Candy
The best chocolate chip cookies in the world,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",2.0,7.0,6.0,0.0,552.0,,Chips & Salty Snacks
